title,label,label_score
raline shah disetujui artis keluarga,non-clickbait,1
ajak anak lari zee zee shahab arahkan  atlet ,clickbait,0
agensi bicara kembalinya mina comeback twice,non-clickbait,1
anak minus gisella anastasia stres,clickbait,0
sifat pantang menyerah zee zee shahab zodiak aries,non-clickbait,1
10 member girl group terpopuler september 2019,clickbait,0
perasaan raline shah nominasi peoples choice awards 2019,non-clickbait,1
kunjungi sekolah selena gomez motivasi pelajar,non-clickbait,1
momen comeback anang hermansyah juri indonesian idol,clickbait,0
4 selebriti hollywood kembaran,clickbait,0
serunya marsha timothy ajak teman sma reuni nonton film bebas bioskop,clickbait,0
intip sifat reisa broto asmoro zodiak capricorn,clickbait,0
ketahui kekurangan kelebihan produk makeup tahan 24 jam,clickbait,0
minyak jarak hilangkan jerawat,clickbait,0
3 resep jitu masker rambut buatan minyak zaitun,clickbait,0
lipstik cair ultra matte generasi terbaru ringan bibir bebas riasan,non-clickbait,1
tips wangi parfum awet tahan,clickbait,0
foundation coverage terbaik kulit wajah topeng,non-clickbait,1
5 inspirasi makeup terkini panggung london fashion week,clickbait,0
layanan kesehatan metode rehabilitasi vitalitas hadir indonesia,non-clickbait,1
kandungan bahan alami merawat rambut kulit kepala,non-clickbait,1
5 tanda kulit produk skincare,clickbait,0
tutorial bilasan teh menguatkan akar batang rambut,non-clickbait,1
fimela fest 2019 memilih sekolah anak anak generasi,non-clickbait,1
resep chawan mushi 3 bahan,non-clickbait,1
6 zodiak keras,clickbait,0
deposito pilihan investasi investor pemula risiko rendah,non-clickbait,1
usiamu bertambah bahagiakan orangtua ,clickbait,0
rekomendasi buku pasangan muda wajib dimiliki,clickbait,0
resep nasi telur praktis menu sarapan,non-clickbait,1
fimela fest 2019 5 selebriti dunia gencar suarakan kesetaraan hak perempuan,clickbait,0
fimela fest 2019 self love menerima bikin happy,clickbait,0
3 pertolongan mengatasi lelah,clickbait,0
olahraga kardiovaskular hobi kesehatan kebahagiaan,non-clickbait,1
cinta kupu kupu terbang dikejar menjauh,non-clickbait,1
resep banoffee oreo regal lembut bahan sederhana,non-clickbait,1
menu sandwich keju ceker ayam dim sum sate buntel,non-clickbait,1
tips menyusun itinerary travelling efektif,clickbait,0
buah pisang dimakan ,clickbait,0
hubungan sehat terbaik mengakhirinya,clickbait,0
resep apel goreng balut tepung,non-clickbait,1
membaca novel platform novel online,non-clickbait,1
roti populer paduan konsep tiada,non-clickbait,1
pb djarum kpai berdamai pembelajaran perusahaan,non-clickbait,1
dewasa perempuan mudah cemas ,clickbait,0
posesif menyiksa,clickbait,0
manfaat sentuhan punggung leher suami istri,non-clickbait,1
5 barang barang pemberian mantan,clickbait,0
praktikkan 6 fungsi baking soda kecantikan kesehatan,clickbait,0
serba serbi madu manuka mahal jenis,non-clickbait,1
5 hubungan damai menyakitkan,clickbait,0
antusiasme fans serbu tiket super pop festival indonesia 2019,non-clickbait,1
tzuyu twice bertransformasi dewi teaser feel special,non-clickbait,1
5 lagu gambarkan karakter musikalitas chrisye,clickbait,0
video call cctv online denada obati rindu anak singapura,clickbait,0
bantah hubungan darah ray sahetapy sosok setia gara,clickbait,0
bukti keabadian lagu chrisye,clickbait,0
terungkap kematian adik louis tomlinson,clickbait,0
nycta gina suami tahun pisah ranjang,non-clickbait,1
jiang ping aktris taiwan ibunya selingkuhan sang suami,non-clickbait,1
adik miliarder kourtney kardashian tertekan,non-clickbait,1
cerita tahun pernikahan anisa rahma,non-clickbait,1
syahrini pamer kemesraan reino barack jet pribadi,non-clickbait,1
lirik lagu clc devil,non-clickbait,1
4 lagu mempermanis cerita film pretty boys,clickbait,0
dijuluki aktor komedi gading marten santai,non-clickbait,1
penampilan spesial christine hakim film perempuan tanah jahanam,non-clickbait,1
perempuan tanah jahanam rilis trailer tara basro menguak misteri keluarganya,clickbait,0
aurelie moeremans bilang asmaranya marcello tahitoe kandas,clickbait,0
rendy pandugo zee zee shahab juri ajang pencarian bakat anak sma,non-clickbait,1
menilai sifat ariel noah berdasarkan zodiak virgo,non-clickbait,1
cerita foto nana mirdad andrew white brad pitt,clickbait,0
kesempatan emas nana mirdad andrew white wawancarai brad pitt,non-clickbait,1
gaya kartika putri kenakan baju renang,non-clickbait,1
fanny ghassani sederet co host cantik acara televisi,non-clickbait,1
efektif mengatasi hiperpigmentasi,clickbait,0
facial mist wajah berminyak,clickbait,0
3 pilihan pembersih wajah esensial berdasarkan manfaat jenis kulit,clickbait,0
manfaat algae skincare kesehatan kulit,clickbait,0
infusi perawatan kulit terkemas cushion high end,clickbait,0
berhenti 5 kebiasaan merusak anak rambut,clickbait,0
mengenali alergi anestesi prosedur kesehatan,clickbait,0
manfaat witch hazel perawatan kulit,clickbait,0
fimela fest 2019 3 faktor dipahami mindful parenting,clickbait,0
fimela fest 2019 biasakan anak sarapan tingkatkan pengetahuan,clickbait,0
dekade brightspot memajukan budaya kreativitas anak bangsa,non-clickbait,1
4 alasan pria sensitif pasangan terbaik hubungan,clickbait,0
jenis musik tingkatkan konsentrasi produktivitas,clickbait,0
3 sissy priscillia mengatur keuangan keluarga boros,clickbait,0
aroma khas indonesia eksis diffuser lokal,non-clickbait,1
menu serba telur telur dadar cabai telur balado sup telur,non-clickbait,1
4 zodiak suka memforsir,clickbait,0
resep puding teh tarik creme brulee,non-clickbait,1
berani jatuh cinta berani menerima pasangan,clickbait,0
fimela fest 2019 jarang 3 sosok perempuan berperan mengangkat isu kesetaraan gender,clickbait,0
4 tips alat masak berbahan teflon awet,clickbait,0
rkuhp disahkan perempuan korban perkosaan mudah dikriminalisasi,non-clickbait,1
tips aman cerdas kartu kredit,clickbait,0
ujian terberat pejuang ldr menjaga cinta kesepakatan menunggu,non-clickbait,1
kejujuran hubungan mencapai pernikahan sulit,non-clickbait,1
dampak terpapar asap menyebabkan hipoksia,non-clickbait,1
3 tips mencegah pening gerakan yoga,clickbait,0
5 pernikahan langgeng bahagia,clickbait,0
srikandi stand up paddle catharina wakili indonesia kejuaraan jepang,non-clickbait,1
fimela fest 2019 5 tanda dirimu berhasil mencintai,clickbait,0
tips mematangkan alpukat cepat oven,clickbait,0
mudah terbawa perasaan perhatian pria,non-clickbait,1
fimela fest 2019 3 langkah merencanakan keuangan sehat,clickbait,0
5 zodiak memiliki body positivity,clickbait,0
3 ide destinasi wellness retreat negeri paman sam,clickbait,0
nikmati wonderful indonesia culinary  shopping festival 2019,non-clickbait,1
tips mematangkan alpukat buah apel,clickbait,0
4 waktu terbaik berhubungan intim manfaatnya,clickbait,0
semangat ahmad albar ambil musik republik,non-clickbait,1
zaskia adya mecca wajibkan anak anaknya rutin dokter gigi,non-clickbait,1
ibunda meninggal rio febrian batalkan kerjaan hungaria,non-clickbait,1
bintangi film hustler jennifer lopez berpeluang nominasi oscar,non-clickbait,1
zodiak sagitarius natasha wilona mengaku sosok jujur,non-clickbait,1
4 momen mengharukan bi berkarier ikon,clickbait,0
dian sastrowardoyo pengen nangis jalani persiapan new york marathon,non-clickbait,1
klarifikasi jungkook bts pacar,non-clickbait,1
hubungan membaik adele ajukan surat cerai,non-clickbait,1
pandai merawat iis dahlia cantik muda,non-clickbait,1
kikan eks cokelat rilis album solo perdana,non-clickbait,1
perempuan tanah jahanam diklaim seram pengabdi setan,non-clickbait,1
november bts diundang tampil iheartradio jingle ball 2019,non-clickbait,1
penampilan the weeknd bruno mars,non-clickbait,1
onadio leonardo pria feminin pretty boys,non-clickbait,1
danilla riyadi berkali tampar desta pretty boys,non-clickbait,1
tutorial skincare millie bobby brown fans kesal,non-clickbait,1
fimela fest 2019 fearless women asmara abigail,clickbait,0
konser bebas pesta 90an pembuka film bebas,non-clickbait,1
cerita irish bella pasca putuskan berhijab,non-clickbait,1
rekomendasi parfum aroma musk patut dicoba,clickbait,0
3 memanfaatkan baby oil perawatan kecantikan,clickbait,0
efek buruk tabir surya kedaluwarsa,non-clickbait,1
kelebihan kekurangan cleansing oil cleansing balm,non-clickbait,1
bikin masker alami mencerahkan wajah,non-clickbait,1
fimela fest 2019 dibully victoria beckham ajarkan anak memperlakukan bahagia,non-clickbait,1
fimela fest 2019 pola asuh terbaik anak istimewa,clickbait,0
fimela fest 2019 mengambil peran mindful parenting menumbuhkan empati anak,non-clickbait,1
suka membesar besarkan 3 zodiak bijaksana,clickbait,0
mengenal jenis masker direkomendasikan korban kebakaran hutan,non-clickbait,1
tips redakan nyeri pms diet sehat,clickbait,0
koleksi perabotan trendi percantik dekorasi meja makan,non-clickbait,1
mendengarkan musik cepat menyelesaikan pekerjaan,non-clickbait,1
efek minum air botol terekspos sinar matahari,clickbait,0
merayakan kesendirian tuhan takkan membiarkan hamba,clickbait,0
tips makan sehat atasi kecemasan stres nutrisionis,clickbait,0
4 aerobik jarang olahraga,clickbait,0
resep stik sukun gurih renyah,non-clickbait,1
tips menghindari nyeri pinggang duduk perjalanan,clickbait,0
menyimpan beras awet berkutu,clickbait,0
bantu ringankan penderitaan korban kebakaran hutan lahan terbuka karhutla kalimantan sumatera,non-clickbait,1
3 zodiak cocok perempuan scorpio,clickbait,0
mencicipi lezatnya beragam sajian makanan padang peranakan,non-clickbait,1
pilih tujuan biar aman nyaman nikmati liburan halal,clickbait,0
fimela fest 2019 berani keras karakter kuat perempuan fearless,clickbait,0
studi menarik 16 jam jakarta setara selembar tiket bioskop,clickbait,0
resep gaji namul salad terong korea menyehatkan,non-clickbait,1
suka makan minum manis risiko kanker tinggi,non-clickbait,1
fimela fest 2019 greta thunberg grow fearless memperjuangkan kelestarian lingkungan,non-clickbait,1
3 efektif menghilangkan gatal talas taro,clickbait,0
berjuang keras berjodoh ikhlaskan,clickbait,0
4 pasang zodiak cocok,clickbait,0
tips memilih asuransi kesehatan buatmu,clickbait,0
ideafest 2019 hadirkan ratusan figur kreatif lokal internasional,non-clickbait,1
ibadah haji nikmati destinasi wisata istimewa tanah suci,non-clickbait,1
pacarku pencandu,non-clickbait,1
6 tips mengelola stres ahli gizi,clickbait,0
inspirasi 10 makanan terbuat singkong,clickbait,0
wanita bertubuh tinggi hidupnya umur studi,non-clickbait,1
berkenalan nunchi seni bahagia ala korea,non-clickbait,1
cerita lola amaria besut film olahraga 69 detik,clickbait,0
pretty boys film vincent,non-clickbait,1
perjuangan denada pendidikan terbaik shakira aurum,non-clickbait,1
kim kardashian dilarang kanye west pakaikan north west lipstick,non-clickbait,1
polling agnez mo cinta laura artis indonesia layak go internasional ,non-clickbait,1
lirik lagu ariana grande miley cyrus lana del rey dont call me angel,non-clickbait,1
kegiatan hailey baldwin pasca hadir new york fashion week,non-clickbait,1
agatha pricilla cita cita dunia musik,clickbait,0
rianti cartwright bahagia ultah pernikahan 9,clickbait,0
selamat kate middleton dikabarkan hamil anak keempat,non-clickbait,1
kebahagiaan meidian maladi menikah sahabatnya,non-clickbait,1
muda cut keke rajin perawatan,non-clickbait,1
jadikan keluarga nomor hanung bramantyo sosok guru,non-clickbait,1
daftar harga tiket seatplan seventeen ode to you jakarta,non-clickbait,1
titisan freddie mercury gelar show indonesia,non-clickbait,1
cerita haru denada jual rumah miliknya pengobatan anak,clickbait,0
berita terbaru indy barends alasannya mundur penyiar radio,non-clickbait,1
belajar beladiri film bebas sheryl sheinafia berlutut,non-clickbait,1
buka hati pria nafa urbach putus,non-clickbait,1
alpukat rahasia victoria beckham dapatkan kulit glowing,non-clickbait,1
review lipstik masami powder puff velvet tint,non-clickbait,1
tips padu padan makeup sesuai dress dipakai biar cantik occasion,clickbait,0
essential oil terbaik deodoran alami,non-clickbait,1
essence manfaatnya perawatan kulit,clickbait,0
ketiak cerah alami deodoran dry serum indonesia,non-clickbait,1
rekomendasi produk scrub wajah harga ramah kantong,clickbait,0
cerita admin lambe turah diancam dibunuh   penghasilan 500 juta sebulan,clickbait,0
sambut kelahiran buah hati husein alatas azani putranya,non-clickbait,1
sinopsis drama still 17 episode 22 kebenaran menyakiti shin hye sun,non-clickbait,1
kekaguman bts mamamoo perbincangan media sosial,non-clickbait,1
dimabuk cinta reino barack genggam erat tangan syahrini mobil,non-clickbait,1
hamil anak yasmin wildblood pengertian si sulung,non-clickbait,1
kunjung lepas tasya kamila terpaksa potong cincin pernikahannya,non-clickbait,1
sukses us kantongi pendapatan rp 1 triliun,non-clickbait,1
main web drama bareng interaksi sehun exo mina gugudan bikin fans gemas,clickbait,0
sinopsis 100 days my prince episode 2 kim so hye hamil lee yool lupa ingatan,non-clickbait,1
foto lengkap syahrini reino barack menikah rilis single,non-clickbait,1
bibi ardiansyah klarifikasi vanessa angel hubungan badan  transaksi 15,non-clickbait,1
sinopsis melodylan memilih tukang onar si pendiam,non-clickbait,1
jelang pernikahan ajun perwira deg degan,clickbait,0
dinner bareng irwan mussry ortu maia estianty suamiku memuliakan mertua,non-clickbait,1
elly sugigi marah dipasang frame mantannya,non-clickbait,1
ivan nilai lia ladysta campur urusan syahrini,non-clickbait,1
bermasalah degan agensi kang daniel putus kontak member wanna one,non-clickbait,1
daftar lengkap nominasi iboma 2019 suzzanna dilan 1990,non-clickbait,1
model majalah playboy mengaku pesan senonoh tunangan jennifer lopez,clickbait,0
dipo latief biayai nikita mirzani perawatan liburan maladewa,non-clickbait,1
fitting baju pernikahan ajun perwira didampingi calon istri,non-clickbait,1
ditodong 73 questions kim kardashian ceritakan anak keempat paparazi  idolanya,non-clickbait,1
kim kardashian angkat bicara kesehatan mental kanye west,non-clickbait,1
pmui festival hadirkan artis ternama pesulam professional dunia,clickbait,0
sesuai prediksi asri welas jalani persalinan ,clickbait,0
rencana pernikahan kevin aprilio pakai uang addie ms sepeser ,clickbait,0
pandai menyanyi eddy kim jago bermain gitar number,clickbait,0
beradu akting shan cai generasi jerry yan dipuji awet muda,non-clickbait,1
rilis lagu super junior de tampil maskulin,non-clickbait,1
serunya dinner bareng prilly latuconsina bali tips kecantikan curhat,clickbait,0
10 juta views boy with luv youtube menghilang army layangkan protes,non-clickbait,1
unggah foto candid jepretan reino barack rambut syahrini berantakan,clickbait,0
sinopsis drama still 17 episode 26 pertemuan kawan,non-clickbait,1
41 idola pilih tinggalkan sm ent nggak cocok kontrak,clickbait,0
derita tumor otak penampilan agung hercules berubah drastis,non-clickbait,1
13 raja ratu dance dancing machine sm entertainment,clickbait,0
netizen kritik kakak jinhwan ikon bewhy unggahannya,non-clickbait,1
kathryn mayorga mengaku diperkosa cristiano ronaldo 10 tahun,clickbait,0
detektif kematian tupac shakur pembunuh sang rapper,clickbait,0
bertabur bintang remaja doremi  you penuh pesan positif generasi muda,non-clickbait,1
islam sabrina deddy corbuzier cemen,clickbait,0
bikin kuis gibran rakabuming janjikan hadiah sneakers yeezy bernilai fantastis,clickbait,0
dijamin pulang terpingkal jicomfest 2019 hadirkan komika internasional lucu,clickbait,0
putuskan mualaf deddy corbuzier halus keluarga,non-clickbait,1
syuting serial pakai hijab prilly latuconsina bikin adem,clickbait,0
chanyeol exo laporkan 2 sasaeng fans penggemar teman wanitanya,non-clickbait,1
jicomfest day 1 list hiburan bikin ngakak berat daihatsu stage,non-clickbait,1
sah  deddy corbuzier baca kalimat syahadat dibimbing gus miftah jogja,clickbait,0
day 2 nonton celebrity stand up show keren bing stage jicomfest 2019,non-clickbait,1
nikita mirzani upload foto istri haji sam tulis restu  bahas jet pribadi,non-clickbait,1
dipotret kamera ponsel foto bts perbincangan netizen,clickbait,0
makan sate kambing penyebab rossa dirawat singapura,non-clickbait,1
chika jessica lucinta luna manakah lisa blackpink ,clickbait,0
makan sate kambing penyebab rossa dirawat singapura,non-clickbait,1
seungri akui sebarkan video seks ilegal,clickbait,0
deolipa project rilis single ketiga bergenre blues menyayat hati,clickbait,0
dinyanyikan lagu sang penggoda tata janeeta  luna semangat nangis,non-clickbait,1
reaksi reino barack jerawat pinggir hidung syahrini,non-clickbait,1
bintang bollywod cantik penghargaan aktris terburuk,clickbait,0
tora sudiro rencana beli motor istri mengaku kesal,non-clickbait,1
batalkan pernikahan nicolas cage pengantin,non-clickbait,1
tom cruise larang mantan istri hadiri pernikahan sang putra,non-clickbait,1
go public jennifer dunn   faisal haris masha allah bahagia,clickbait,0
